Price,Close
Ticker,AAPL
Date,
2019-01-02,37.61784744262695
2019-01-03,33.87084197998047
2019-01-04,35.31675720214844
2019-01-07,35.23815155029297
2019-01-08,35.90989685058594
2019-01-09,36.519710540771484
2019-01-10,36.63644790649414
2019-01-11,36.276737213134766
2019-01-14,35.73124313354492
2019-01-15,36.462547302246094
2019-01-16,36.90799331665039
2019-01-17,37.127140045166016
2019-01-18,37.35581970214844
2019-01-22,36.5173225402832
2019-01-23,36.66501998901367
2019-01-24,36.37439727783203
2019-01-25,37.57974624633789
2019-01-28,37.231964111328125
2019-01-29,36.84605026245117
2019-01-30,39.363914489746094
2019-01-31,39.64738464355469
2019-02-01,39.66644287109375
2019-02-04,40.79316329956055
2019-02-05,41.491119384765625
2019-02-06,41.505409240722656
2019-02-07,40.71933364868164
2019-02-08,40.767173767089844
2019-02-11,40.532718658447266
2019-02-12,40.88199996948242
2019-02-13,40.71214294433594
2019-02-14,40.8604736328125
2019-02-15,40.769561767578125
2019-02-19,40.891563415527344
2019-02-20,41.15472412109375
2019-02-21,40.922664642333984
2019-02-22,41.379600524902344
2019-02-25,41.681026458740234
2019-02-26,41.704952239990234
2019-02-27,41.834129333496094
2019-02-28,41.422664642333984
2019-03-01,41.858062744140625
2019-03-04,42.068580627441406
2019-03-05,41.99203109741211
2019-03-06,41.750404357910156
2019-03-07,41.26716232299805
2019-03-08,41.3652458190918
2019-03-11,42.79822540283203
2019-03-12,43.279083251953125
2019-03-13,43.47048568725586
2019-03-14,43.953712463378906
2019-03-15,44.52546691894531
2019-03-18,44.980018615722656
2019-03-19,44.6235466003418
2019-03-20,45.01350784301758
2019-03-21,46.671363830566406
2019-03-22,45.70487976074219
2019-03-25,45.15226364135742
2019-03-26,44.68575668334961
2019-03-27,45.08766174316406
2019-03-28,45.14747619628906
2019-03-29,45.44172668457031
2019-04-01,45.750328063964844
2019-04-02,46.415401458740234
2019-04-03,46.73356246948242
2019-04-04,46.814903259277344
2019-04-05,47.128299713134766
2019-04-08,47.86990737915039
2019-04-09,47.726356506347656
2019-04-10,47.99430847167969
2019-04-11,47.59479522705078
2019-04-12,47.575653076171875
2019-04-15,47.661781311035156
2019-04-16,47.66655731201172
2019-04-17,48.59477615356445
2019-04-18,48.769412994384766
2019-04-22,48.9296989440918
2019-04-23,49.63542938232422
2019-04-24,49.55887222290039
2019-04-25,49.109127044677734
2019-04-26,48.874671936035156
2019-04-29,48.948829650878906
2019-04-30,48.00626754760742
2019-05-01,50.362674713134766
2019-05-02,50.03493118286133
2019-05-03,50.65693283081055
2019-05-06,49.87465286254883
2019-05-07,48.530181884765625
2019-05-08,48.53974914550781
2019-05-09,48.018226623535156
2019-05-10,47.35300064086914
2019-05-13,44.60087585449219
2019-05-14,45.30693435668945
2019-05-15,45.84965896606445
2019-05-16,45.64793395996094
2019-05-17,45.38856887817383
2019-05-20,43.96927261352539
2019-05-21,44.81221008300781
2019-05-22,43.89483642578125
2019-05-23,43.14556121826172
2019-05-24,42.979854583740234
2019-05-28,42.802146911621094
2019-05-29,42.5980224609375
2019-05-30,42.81895065307617
2019-05-31,42.04326248168945
2019-06-03,41.61820602416992
2019-06-04,43.14076232910156
2019-06-05,43.83720016479492
2019-06-06,44.48080062866211
2019-06-07,45.66475296020508
2019-06-10,46.24831771850586
2019-06-11,46.78385543823242
2019-06-12,46.63496017456055
2019-06-13,46.6253547668457
2019-06-14,46.28673553466797
2019-06-17,46.56291198730469
2019-06-18,47.657997131347656
2019-06-19,47.51871871948242
2019-06-20,47.900550842285156
2019-06-21,47.73725128173828
2019-06-24,47.68922424316406
2019-06-25,46.966373443603516
2019-06-26,47.98220443725586
2019-06-27,47.96779251098633
2019-06-28,47.53072738647461
2019-07-01,48.402469635009766
2019-07-02,48.68585205078125
2019-07-03,49.08930206298828
2019-07-05,49.046077728271484
2019-07-08,48.0350456237793
2019-07-09,48.32802963256836
2019-07-10,48.805931091308594
2019-07-11,48.45050048828125
2019-07-12,48.82274627685547
2019-07-15,49.28142547607422
2019-07-16,49.11090850830078
2019-07-17,48.834747314453125
2019-07-18,49.38949203491211
2019-07-19,48.65222930908203
2019-07-22,49.764137268066406
2019-07-23,50.1531867980957
2019-07-24,50.11234664916992
2019-07-25,49.71609878540039
2019-07-26,49.889007568359375
2019-07-29,50.35490417480469
2019-07-30,50.13876724243164
2019-07-31,51.16180419921875
2019-08-01,50.05470657348633
2019-08-02,48.995643615722656
2019-08-05,46.43082809448242
2019-08-06,47.30978012084961
2019-08-07,47.799686431884766
2019-08-08,48.85395431518555
2019-08-09,48.451377868652344
2019-08-12,48.32844543457031
2019-08-13,50.37506866455078
2019-08-14,48.87565612792969
2019-08-15,48.63218688964844
2019-08-16,49.77963638305664
2019-08-19,50.707740783691406
2019-08-20,50.710147857666016
2019-08-21,51.259769439697266
2019-08-22,51.21638870239258
2019-08-23,48.8491325378418
2019-08-26,49.77722930908203
2019-08-27,49.215553283691406
2019-08-28,49.545806884765625
2019-08-29,50.38470458984375
2019-08-30,50.319618225097656
2019-09-03,49.58678436279297
2019-09-04,50.4281005859375
2019-09-05,51.41404342651367
2019-09-06,51.40922164916992
2019-09-09,51.628604888916016
2019-09-10,52.238494873046875
